Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HELO,AELO
E0,29/01/2019,Fulham,Brighton,4,2,H,0,2,A,24,15,7,6,10,5,10,1,2,3,0,0,2.37,3.3,3.3,1563.490112,1635.765503
E1,22/07/2020,Cardiff,Hull,3,0,H,2,1,H,14,8,7,2,16,16,4,5,0,0,0,0,1.36,5,7.5,1563.721069,1386.818848
E0,17/03/2019,Fulham,Liverpool,1,2,A,0,1,A,7,16,2,6,11,7,1,10,2,1,0,0,12,7,1.25,1563.732544,1976.722168
E1,22/12/2019,Sheffield Weds,Bristol City,1,0,H,0,1,D,15,3,6,1,14,14,8,1,1,3,0,0,1.72,3.8,4.75,1564.111084,1527.444458
E0,26/02/2019,Cardiff,Everton,0,3,A,0,1,A,6,12,0,4,12,12,3,4,3,1,0,0,3.75,3.4,2.15,1564.406982,1667.366211
E1,16/03/2019,Aston Villa,Middlesbrough,3,0,H,2,0,H,18,4,5,1,9,16,6,2,0,1,0,0,2.2,3.4,3.6,1564.724976,1549.032959
E1,15/02/2020,Leeds,Bristol City,1,0,H,1,1,H,21,3,6,1,13,14,12,0,2,2,0,0,1.36,5.25,7.5,1564.939087,1524.443848
E1,30/03/2019,Leeds,Millwall,3,2,H,1,1,D,18,7,8,3,14,11,7,2,3,4,0,0,1.53,4.33,7,1564.970215,1441.011353
E1,12/03/2019,Sheffield United,Brentford,2,0,H,1,0,H,10,29,4,5,6,8,3,12,1,0,1,0,1.95,3.6,4.2,1564.996094,1525.140991
E0,12/01/2019,Cardiff,Huddersfield,0,0,D,0,0,D,3,14,0,2,12,14,3,10,3,1,0,0,2.25,3.25,3.6,1565.236084,1512.975708
E1,24/08/2019,Derby,West Brom,1,1,D,1,1,H,11,13,4,4,12,18,6,6,1,1,0,0,2.37,3.4,2.87,1565.361816,1610.853149
E1,21/08/2019,Leeds,Brentford,1,0,H,0,1,D,11,5,4,1,8,13,8,4,2,1,0,0,1.6,4.2,5.25,1565.711182,1537.513672
E0,20/01/2019,Fulham,Tottenham,1,2,A,1,0,H,12,14,4,5,10,8,7,10,2,3,0,0,5.25,3.8,1.75,1565.819824,1893.272949
E1,01/10/2019,Leeds,West Brom,1,0,H,1,1,H,19,10,9,4,6,12,7,6,1,5,0,0,1.75,3.8,4.33,1565.821655,1622.19397
E1,29/12/2019,Fulham,Stoke,1,0,H,1,1,H,10,11,5,6,11,14,5,3,2,3,0,0,1.83,3.6,4.33,1566.117065,1456.082642
E1,30/06/2020,Cardiff,Charlton,0,0,D,0,1,D,8,4,1,0,10,8,3,3,1,1,0,0,1.83,3.5,4.5,1566.540283,1417.020264
E1,22/12/2018,Stoke,Millwall,1,0,H,0,0,D,8,9,2,2,6,17,8,4,1,3,0,0,1.8,3.75,5,1566.925537,1427.788208
E1,17/01/2020,Fulham,Middlesbrough,1,0,H,1,1,H,17,8,6,0,10,6,3,8,1,1,0,0,1.9,3.6,4,1567.064453,1522.136841
E1,07/07/2020,Cardiff,Blackburn,2,3,A,2,1,H,12,14,4,4,14,12,2,5,0,1,0,0,2,3.4,3.9,1568.276001,1479.942261
E1,26/12/2019,Brentford,Swansea,3,1,H,2,1,H,19,16,4,4,8,12,7,2,0,2,0,0,1.61,4,5.5,1568.335815,1534.992798
E0,09/02/2019,Fulham,Man United,0,3,A,0,2,A,15,15,3,7,14,9,5,4,3,2,0,0,5.5,4.4,1.61,1568.970337,1866.419678
E0,26/12/2018,Fulham,Wolves,1,1,D,0,0,D,11,14,9,5,9,6,2,0,2,1,0,0,3.25,3.4,2.37,1569.005615,1623.68103
E0,29/12/2018,Fulham,Huddersfield,1,0,H,0,0,D,14,9,5,5,12,10,4,3,3,1,0,0,2,3.4,3.75,1569.006104,1525.87439
E0,01/01/2019,Cardiff,Tottenham,0,3,A,0,3,A,6,13,3,4,6,6,5,3,1,0,0,0,7.5,4.5,1.5,1569.240356,1900.032104
E1,01/02/2020,Fulham,Huddersfield,3,2,H,3,1,H,10,12,3,8,12,10,2,6,4,1,0,0,1.66,3.8,5.25,1569.975342,1466.73645
E1,01/01/2020,Fulham,Reading,1,2,A,0,1,A,20,11,6,3,15,11,9,2,4,3,0,0,1.65,4.2,4.75,1570.183472,1488.578613
E1,25/08/2019,Swansea,Birmingham,3,0,H,0,1,D,12,4,6,0,8,13,5,1,1,5,0,0,1.85,3.5,4.2,1570.25293,1504.143555
E1,22/02/2020,Leeds,Reading,1,0,H,0,1,D,18,8,5,2,12,10,6,3,1,2,0,0,1.28,5.5,11,1571.353027,1498.216675
E1,26/11/2019,Cardiff,Stoke,1,0,H,1,1,H,7,12,3,1,11,9,2,4,1,1,0,0,2.4,3.25,3,1571.502075,1471.965576
E1,28/09/2019,Swansea,Reading,1,1,D,1,1,H,17,12,4,5,8,14,3,6,0,3,0,0,1.85,3.5,4.33,1571.671631,1441.484741
E1,13/03/2019,West Brom,Swansea,3,0,H,1,0,H,17,15,5,6,10,5,4,4,0,0,0,0,1.9,3.75,4.33,1571.802002,1519.095215
E1,05/10/2019,Swansea,Stoke,1,2,A,1,1,D,22,18,6,9,11,17,7,1,2,1,0,0,1.95,3.4,4,1571.910034,1442.808716
E1,26/12/2019,Cardiff,Millwall,1,1,D,0,1,D,13,7,5,3,12,8,5,8,0,0,0,0,2.3,3.25,3.25,1572.048828,1482.518066
E1,18/07/2020,Fulham,Sheffield Weds,5,3,H,3,1,H,12,14,8,6,12,14,4,8,1,0,1,0,1.9,3.4,4.33,1572.320679,1459.6427
E1,07/12/2019,Cardiff,Barnsley,3,2,H,1,1,D,11,14,2,2,10,18,8,5,1,5,0,0,1.72,3.9,4.6,1572.481812,1371.620361
E1,15/02/2020,Cardiff,Wigan,2,2,D,1,1,A,15,11,5,4,18,12,9,8,3,3,0,0,2,3.4,3.8,1572.770386,1420.675781
E0,04/07/2020,Norwich,Brighton,0,1,A,0,1,A,12,8,1,2,11,13,0,2,2,2,0,0,3.3,3.4,2.2,1572.921631,1644.005981
E1,22/11/2019,Fulham,QPR,2,1,H,1,1,D,11,19,4,7,13,15,4,11,1,0,0,0,1.83,3.75,4.2,1573.433105,1459.174683
E1,20/08/2019,Derby,Bristol City,1,2,A,0,1,A,18,8,4,3,12,8,9,0,2,1,0,0,2.15,3.3,3.5,1573.443848,1526.287842
E1,16/03/2019,Leeds,Sheffield United,0,1,A,0,0,D,17,10,0,1,9,12,3,6,0,2,1,0,2.15,3.5,3.6,1574.358887,1584.703003
E0,15/12/2018,Fulham,West Ham,0,2,A,0,2,A,16,6,4,3,14,10,6,4,2,1,0,0,2.9,3.6,2.5,1574.468262,1690.233154
E1,21/12/2019,Cardiff,Preston,0,0,D,0,1,D,3,16,1,3,11,11,1,3,1,2,0,0,2.3,3.3,3.2,1575.042358,1525.342651
E1,10/08/2019,Fulham,Blackburn,2,0,H,1,1,H,12,9,2,0,9,15,5,5,0,2,0,0,1.75,3.75,4.5,1575.103394,1455.714966
E1,30/03/2019,Aston Villa,Blackburn,2,1,H,1,0,H,15,12,10,2,8,15,4,5,1,1,0,0,1.6,4.33,5.75,1575.267334,1426.420654
E1,07/03/2020,Brentford,Sheffield Weds,5,0,H,3,1,H,12,8,6,3,8,11,4,7,0,2,0,0,1.57,3.9,6.25,1575.436157,1480.342407
E1,10/08/2019,Derby,Swansea,0,0,D,0,1,D,17,13,3,3,8,14,8,3,2,1,0,0,2.15,3.4,3.3,1576.253174,1549.366577
E1,13/04/2019,Leeds,Sheffield Weds,1,0,H,0,0,D,28,8,6,2,7,13,8,2,2,2,0,0,1.53,4,6.5,1576.670044,1514.445923
E1,26/11/2019,Fulham,Derby,3,0,H,2,1,H,17,8,8,0,9,11,6,3,1,2,0,0,1.57,4.2,5.5,1577.233643,1546.074097
E1,23/10/2019,Fulham,Luton,3,2,H,1,1,H,20,13,8,3,12,8,4,3,1,0,0,0,1.45,4.5,7,1577.628906,1428.498535
E0,04/05/2019,Cardiff,Crystal Palace,2,3,A,1,1,A,18,21,8,7,14,11,10,5,0,0,0,0,2.6,3.75,2.7,1578.005493,1714.796143
E1,02/11/2019,Cardiff,Birmingham,4,2,H,2,1,H,12,25,6,6,12,18,8,10,1,3,1,1,2,3.3,4,1578.198608,1501.757813
E1,02/11/2019,Leeds,QPR,2,0,H,1,1,H,18,6,6,1,18,20,6,2,1,4,0,0,1.44,4.5,7,1578.214233,1466.640747
E1,09/03/2019,West Brom,Ipswich,1,1,D,1,0,H,16,22,5,7,12,9,8,7,3,2,0,0,1.36,5.25,10,1578.226929,1349.122314
E1,21/09/2019,Leeds,Derby,1,1,D,1,1,H,13,4,5,1,8,12,8,3,0,4,0,0,1.4,5,7.5,1578.607178,1544.383545
E1,02/10/2019,Cardiff,QPR,3,0,H,2,1,H,10,14,4,4,18,12,3,5,2,1,0,0,2.1,3.5,3.4,1579.011597,1453.92627
E0,22/02/2019,Cardiff,Watford,1,5,A,0,1,A,15,12,6,7,10,11,3,3,1,2,0,0,3.1,3.4,2.45,1579.035767,1667.27002
E0,31/03/2019,Cardiff,Chelsea,1,2,A,0,0,D,8,21,3,3,8,14,2,7,2,3,0,0,9,4.5,1.44,1579.406494,1847.481201
E1,08/03/2019,Norwich,Swansea,1,0,H,0,0,D,8,12,1,5,13,15,7,8,1,1,0,0,1.66,4.2,5.25,1580.135864,1523.57312
E1,21/09/2019,Cardiff,Middlesbrough,1,0,H,1,1,H,9,11,1,0,10,12,3,8,1,2,0,0,2,3.4,3.8,1580.215576,1528.013184
E1,15/02/2020,Fulham,Barnsley,0,3,A,0,1,A,21,14,8,6,9,17,10,3,1,1,0,0,1.53,4.2,6,1581.035278,1384.858032
E1,27/06/2020,Leeds,Fulham,3,0,H,1,1,H,10,12,5,5,16,15,4,4,2,2,0,1,1.7,3.9,4.75,1581.131836,1549.89978
E1,18/10/2019,Cardiff,Sheffield Weds,1,1,D,0,1,A,14,12,4,5,11,22,4,4,0,3,0,0,2.3,3.25,3.3,1581.428101,1538.428589
E1,27/09/2019,Fulham,Wigan,2,0,H,0,1,D,21,5,6,0,14,16,7,4,2,3,0,0,1.44,4.5,7,1581.46875,1435.620239
E1,28/01/2020,Leeds,Millwall,3,2,H,0,1,A,28,11,11,5,12,10,7,3,2,1,0,0,1.53,4,7,1581.553467,1511.278687
E1,21/08/2019,Cardiff,Huddersfield,2,1,H,1,1,H,24,8,6,3,15,12,8,2,1,1,0,0,2.05,3.3,3.8,1581.629639,1505.849609
E1,09/11/2019,Leeds,Blackburn,2,1,H,2,1,H,15,4,4,1,9,12,4,5,1,2,0,0,1.45,4.33,7.5,1582.643066,1464.994995
E1,07/12/2019,Fulham,Bristol City,1,2,A,0,1,A,21,12,5,3,15,6,8,2,6,2,0,0,1.66,4,5,1582.983765,1539.827026
E0,24/06/2020,Norwich,Everton,0,1,A,0,1,D,9,12,1,5,8,13,6,5,0,1,0,0,3.9,3.6,1.9,1583.220337,1738.831909
E1,19/04/2019,Leeds,Wigan,1,2,A,1,1,D,16,8,10,2,11,7,15,2,3,3,0,1,1.36,5.25,9.5,1583.388672,1403.75293
E1,10/11/2019,Cardiff,Bristol City,0,1,A,0,1,D,16,6,3,2,15,13,7,2,1,2,0,0,1.95,3.6,3.8,1583.776611,1542.274414
E1,11/01/2020,Brentford,QPR,3,1,H,3,1,H,14,4,6,2,8,17,8,0,0,5,0,0,1.61,4,5.5,1584.037476,1458.214111
E1,13/04/2019,West Brom,Preston,4,1,H,3,0,H,22,10,10,2,8,7,9,6,2,1,0,0,1.9,3.75,4.2,1585.137085,1530.177124
E1,30/11/2019,Leeds,Middlesbrough,4,0,H,2,1,H,16,7,10,1,11,19,4,1,2,3,0,0,1.3,5,12,1585.410645,1483.049561
E1,13/03/2019,Norwich,Hull,3,2,H,2,1,H,17,6,7,2,11,17,8,2,1,3,0,0,1.6,4.33,5.75,1585.648804,1486.401245
E1,12/01/2019,West Brom,Norwich,1,1,D,1,0,H,14,12,5,4,15,12,6,5,3,4,0,0,2.25,3.6,3.3,1586.210327,1535.90564
E1,01/02/2020,Leeds,Wigan,0,1,A,0,1,D,18,5,5,2,10,15,13,6,0,2,0,0,1.36,4.75,9,1586.678223,1413.326294
E1,02/11/2019,Fulham,Hull,0,3,A,0,1,A,8,10,1,5,8,14,9,1,2,2,0,0,1.6,4.2,5.25,1586.780029,1507.116577
E1,07/12/2018,West Brom,Aston Villa,2,2,D,1,1,D,14,15,6,7,17,12,5,2,2,1,0,0,2.3,3.75,3.1,1587.469482,1558.324463
E0,27/04/2019,Fulham,Cardiff,1,0,H,0,1,D,8,13,2,8,10,8,10,3,0,0,0,0,2.4,3.6,3,1587.94458,1588.22229
E1,02/02/2019,West Brom,Middlesbrough,2,3,A,1,1,D,19,14,6,5,6,21,9,1,1,4,0,0,2.2,3.25,3.8,1588.389526,1539.640137
E1,21/08/2019,Fulham,Millwall,4,0,H,2,1,H,11,7,7,1,11,11,8,1,2,1,0,0,1.61,3.9,5.5,1588.537964,1473.030884
E0,12/07/2020,Aston Villa,Crystal Palace,2,0,H,1,1,H,12,9,9,5,21,21,5,1,2,4,0,1,2.25,3.3,3.3,1588.649048,1702.879272
E1,31/08/2019,Leeds,Swansea,0,1,A,0,1,D,21,7,3,2,15,10,6,5,2,2,0,0,1.6,4,5.75,1588.880371,1580.053711
E1,30/08/2019,Cardiff,Fulham,1,1,D,1,1,D,9,11,2,4,16,8,4,3,1,3,0,1,2.8,3.5,2.4,1589.171631,1588.490234
E1,14/09/2019,Fulham,West Brom,1,1,D,0,1,D,17,9,6,3,13,10,13,3,2,1,0,0,2.05,3.5,3.6,1590.259888,1616.266235
E0,21/04/2019,Cardiff,Liverpool,0,2,A,0,0,D,7,17,2,6,6,5,5,10,1,1,0,0,17,7.5,1.2,1590.424683,2006.705566
E0,28/12/2019,Norwich,Tottenham,2,2,D,1,1,H,5,15,2,7,12,10,4,6,3,3,0,0,5,4,1.66,1590.583984,1835.061768
E1,08/02/2020,Brentford,Middlesbrough,3,2,H,1,1,H,14,10,5,5,11,12,7,4,0,1,0,0,1.5,4.2,6.5,1590.787476,1511.623291
E1,30/06/2020,Leeds,Luton,1,1,D,0,1,D,23,3,9,2,9,10,15,1,0,5,0,0,1.25,6,11,1591.457764,1401.795044
E1,26/06/2020,Brentford,West Brom,1,0,H,1,1,H,9,12,2,2,18,14,3,2,2,1,0,0,2.5,3.3,2.9,1591.827881,1605.219238
E1,22/02/2020,Brentford,Blackburn,2,2,D,0,1,A,20,11,9,6,12,10,7,1,1,0,0,0,1.57,4,6,1592.534546,1527.378296
E1,07/03/2020,Leeds,Huddersfield,2,0,H,1,1,H,16,6,5,2,13,18,2,3,3,3,0,0,1.36,4.75,9.5,1593.153809,1471.748291
E0,18/01/2020,Norwich,Bournemouth,1,0,H,1,1,H,16,6,5,3,10,10,4,5,2,2,1,1,2.2,3.5,3.25,1593.174072,1646.2323
E1,13/04/2019,Sheffield United,Millwall,1,1,D,0,0,D,14,13,2,7,9,8,10,7,1,2,1,0,1.66,4,5.75,1593.640747,1453.156128
E0,09/07/2020,Aston Villa,Man United,0,3,A,0,1,A,9,14,1,6,7,13,3,5,2,3,0,0,9,5.25,1.33,1593.832031,1865.933594
E1,30/03/2019,Sheffield United,Bristol City,2,3,A,1,1,D,12,14,5,9,11,10,4,2,1,4,0,0,1.7,3.8,5.75,1594.091553,1513.994141
E0,28/02/2020,Norwich,Leicester,1,0,H,0,1,D,11,19,6,4,13,16,6,7,1,2,0,0,4.33,4.1,1.72,1594.805786,1811.400391
E1,05/10/2019,Fulham,Charlton,2,2,D,0,1,A,20,14,7,5,12,14,8,6,2,1,0,0,1.36,4.75,8.5,1595.128174,1442.59021
E1,09/07/2020,Leeds,Stoke,5,0,H,1,1,H,19,5,11,0,8,8,7,3,2,2,0,0,1.44,4.2,7.5,1595.133667,1472.122437
E0,01/01/2020,Norwich,Crystal Palace,1,1,D,1,1,H,15,12,4,3,12,9,2,5,5,0,0,0,2.5,3.4,2.75,1595.449463,1739.48584
E1,19/04/2019,West Brom,Hull,3,2,H,1,0,H,10,11,5,3,9,13,5,9,0,0,0,0,1.83,4,4.33,1595.716431,1509.917114
E1,11/02/2020,Brentford,Leeds,1,1,D,1,1,D,7,13,2,6,8,8,3,10,0,0,0,0,2.4,3.4,2.9,1595.783081,1562.521729
E0,19/06/2020,Norwich,Southampton,0,3,A,0,1,D,9,22,1,9,9,15,9,7,1,1,0,0,2.8,3.5,2.45,1595.987671,1669.438232
E1,10/08/2019,Cardiff,Luton,2,1,H,0,1,D,16,8,4,2,13,11,3,3,2,2,0,0,1.85,3.5,4.2,1597.124146,1416.622192
E0,30/12/2018,Burnley,West Ham,2,0,H,2,0,H,17,11,5,4,15,11,5,5,1,4,0,0,3.3,3.2,2.25,1597.411621,1691.77356
E1,27/04/2019,West Brom,Rotherham,2,1,H,0,1,D,10,13,2,2,12,16,7,10,0,2,0,0,1.6,4,5.25,1597.502075,1383.944458
E0,17/06/2020,Aston Villa,Sheffield United,0,0,D,0,1,D,14,5,6,1,11,14,12,4,1,1,0,0,3.2,3.4,2.25,1597.810181,1701.697144
E1,13/04/2019,Aston Villa,Bristol City,2,1,H,0,0,D,25,11,11,1,7,13,10,4,1,6,0,0,1.95,3.6,4.33,1598.532227,1542.025269
E0,08/12/2019,Norwich,Sheffield United,1,2,A,1,1,H,14,9,4,3,6,12,9,1,0,4,0,0,2.9,3.5,2.37,1598.677612,1660.792725
E1,23/02/2019,West Brom,Sheffield United,0,1,A,0,1,A,17,7,3,4,8,8,5,3,2,3,0,0,2.5,3.4,3,1598.880615,1544.099976
E0,21/06/2020,Aston Villa,Chelsea,1,2,A,1,1,H,8,19,4,5,9,17,2,10,2,1,0,0,6,4.5,1.5,1599.2948,1820.37561
E0,27/06/2020,Aston Villa,Wolves,0,1,A,0,1,D,11,9,1,2,16,16,2,2,1,1,0,0,4.6,3.7,1.75,1599.610596,1792.301147
E0,01/12/2019,Norwich,Arsenal,2,2,D,2,1,H,15,16,8,7,8,10,7,12,2,1,0,0,4,4.33,1.75,1599.935303,1818.10437
E1,01/02/2020,West Brom,Luton,2,0,H,1,1,H,16,6,6,0,13,9,11,5,0,1,0,0,1.33,5.25,9,1600.026123,1372.612915
E1,26/12/2018,West Brom,Wigan,2,0,H,1,0,H,17,18,5,3,13,13,6,6,2,2,0,0,1.57,4.2,6.5,1600.182739,1367.380859
E0,12/05/2019,Fulham,Newcastle,0,4,A,0,1,A,16,13,2,6,6,8,5,5,1,0,0,0,2.5,3.6,2.9,1600.196655,1700.924316
E1,29/03/2019,West Brom,Birmingham,3,2,H,0,1,A,11,12,3,4,7,13,6,7,2,4,0,0,1.9,3.6,4.5,1600.440796,1468.273315
E0,27/04/2019,Brighton,Newcastle,1,1,D,0,1,A,9,9,2,1,7,10,7,4,2,3,0,0,2.3,3.2,3.6,1601.32312,1694.640625
E0,21/12/2019,Norwich,Wolves,1,2,A,1,1,H,13,14,7,4,7,14,3,11,2,4,0,0,3.75,3.8,1.9,1602.035034,1753.453735
E1,26/12/2019,Leeds,Preston,1,1,D,0,1,A,17,12,4,2,11,22,12,4,3,4,0,0,1.4,4.75,8,1602.86853,1528.336182
E0,15/02/2020,Norwich,Liverpool,0,1,A,0,1,D,5,17,1,6,5,11,2,7,1,2,0,0,11,6.25,1.25,1603.092163,2083.497314
E1,10/12/2019,Leeds,Hull,2,0,H,0,1,D,12,11,2,2,8,11,5,5,2,1,0,0,1.36,5,8.5,1603.220581,1511.904663
E1,29/12/2018,West Brom,Sheffield Weds,1,1,D,0,1,A,10,9,3,5,6,8,10,4,2,2,1,0,1.44,4.33,7,1603.323853,1451.034912
E1,22/07/2020,West Brom,QPR,2,2,D,1,1,D,16,7,6,3,13,9,5,3,0,0,0,0,1.22,6.5,11,1603.620972,1443.525879
E0,09/07/2020,Bournemouth,Tottenham,0,0,D,0,1,D,9,9,2,0,11,14,8,12,3,2,0,0,5.25,3.8,1.66,1604.061523,1787.172241
E0,23/08/2019,Aston Villa,Everton,2,0,H,1,1,H,7,12,3,1,10,18,0,6,2,3,0,0,3.25,3.5,2.15,1606.014282,1777.963623
E0,02/03/2019,Brighton,Huddersfield,1,0,H,0,0,D,13,6,4,4,11,6,6,3,2,2,0,0,1.85,3.4,5.25,1606.055786,1510.681641
E0,08/11/2019,Norwich,Watford,0,2,A,0,1,A,17,12,5,2,7,13,10,4,1,2,0,1,2.7,3.5,2.55,1606.305908,1650.127441
E0,16/12/2018,Southampton,Arsenal,3,2,H,2,1,H,12,13,7,4,12,10,4,5,3,1,0,0,4.1,3.9,1.9,1606.850464,1856.643433
E0,21/07/2020,Aston Villa,Arsenal,1,0,H,1,1,H,8,7,3,0,13,19,8,9,2,4,0,0,3.3,3.6,2.1,1607.501587,1811.59668
E1,11/01/2020,Leeds,Sheffield Weds,0,2,A,0,1,D,14,10,5,2,8,16,7,5,1,2,0,0,1.57,4,6,1607.607666,1540.111938
E0,12/07/2020,Bournemouth,Leicester,4,1,H,0,1,A,10,13,4,5,11,12,2,6,2,1,0,1,5.25,3.8,1.66,1607.8573,1794.67627
E1,27/04/2019,Sheffield United,Ipswich,2,0,H,1,1,H,12,4,3,1,17,10,9,1,0,1,0,0,1.16,7,15,1608.106445,1364.538452
E1,27/04/2019,Norwich,Blackburn,2,1,H,2,1,H,24,8,7,1,8,8,11,2,1,3,0,0,1.36,5,7.5,1608.394165,1459.625122
E1,05/07/2020,West Brom,Hull,4,2,H,2,1,H,22,15,10,4,16,16,11,7,1,1,1,0,1.33,5.25,9.5,1608.57605,1426.746582
E1,22/09/2019,West Brom,Huddersfield,4,2,H,1,1,A,17,5,7,2,13,9,8,2,0,0,0,0,1.6,4,5.5,1609.314575,1461.07019
E1,05/05/2019,Aston Villa,Norwich,1,2,A,1,1,D,14,23,4,5,12,13,9,9,1,3,0,0,2.9,3.6,2.5,1609.508911,1607.45166
E1,04/07/2020,Brentford,Wigan,3,0,H,1,1,H,18,3,6,0,9,14,9,2,0,1,0,1,1.5,4.33,6.5,1609.595093,1492.463989
E1,22/04/2019,Aston Villa,Millwall,1,0,H,1,0,H,18,13,7,1,17,8,12,3,2,2,0,0,1.6,4.2,6,1609.903687,1459.678955
E1,20/06/2020,West Brom,Birmingham,0,0,D,0,1,D,20,7,2,2,11,11,12,3,1,3,0,0,1.61,4,5.5,1610.22876,1470.422852
E0,17/08/2019,Aston Villa,Bournemouth,1,2,A,0,1,A,22,12,7,4,10,13,10,5,0,2,0,0,2.3,3.4,3.1,1610.481323,1687.302246
E0,08/12/2018,Burnley,Brighton,1,0,H,1,0,H,14,14,4,1,11,11,2,7,2,0,0,0,2.9,3.2,2.75,1610.560059,1645.86499
E0,28/09/2019,Aston Villa,Burnley,2,2,D,1,1,H,16,10,3,3,10,16,7,3,1,4,0,0,2.3,3.4,3.1,1610.650635,1693.204102
E1,16/07/2020,Leeds,Barnsley,1,0,H,1,1,H,7,12,3,3,9,15,7,7,1,1,0,0,1.28,5.5,10,1611.527954,1417.949219
E0,16/04/2019,Brighton,Cardiff,0,2,A,0,1,A,14,10,2,3,11,13,5,4,0,1,0,0,2,3.3,4.5,1612.357422,1572.94165
E0,26/12/2018,Burnley,Everton,1,5,A,1,3,A,11,13,4,6,11,19,5,7,2,4,0,0,4.33,3.5,1.95,1612.371948,1689.156494
E1,31/08/2019,West Brom,Blackburn,3,2,H,3,1,H,21,7,8,4,15,16,7,3,2,2,0,0,1.8,3.75,4.33,1612.735596,1475.602173
E1,05/10/2019,West Brom,Cardiff,4,2,H,2,1,H,15,18,8,8,6,13,6,10,1,1,0,0,1.8,3.8,4.33,1612.759277,1589.835327
E1,08/07/2020,West Brom,Derby,2,0,H,1,1,H,18,4,7,0,11,14,8,0,0,4,0,1,1.8,3.5,4.75,1612.779419,1541.119629
E1,14/12/2019,Leeds,Cardiff,3,3,D,2,1,H,25,10,8,3,5,17,14,3,1,1,0,1,1.33,5,9.5,1613.640869,1572.156494
E1,21/08/2019,West Brom,Reading,1,1,D,0,1,D,20,10,4,5,9,11,11,5,2,2,0,0,1.61,4,5.5,1613.653687,1452.445923
E1,06/04/2019,Norwich,QPR,4,0,H,3,0,H,17,6,8,4,8,25,5,4,0,2,1,0,1.44,4.75,8,1613.855469,1418.519653
E1,19/04/2019,Norwich,Sheffield Weds,2,2,D,1,1,D,15,12,5,6,13,19,13,2,1,2,0,0,1.53,4.4,7,1613.889038,1511.285156
E1,10/08/2019,West Brom,Millwall,1,1,D,0,1,D,10,9,4,2,17,15,8,1,1,2,0,0,1.85,3.6,4,1614.365479,1458.837769
E0,26/12/2019,Aston Villa,Norwich,1,0,H,0,1,D,11,16,2,6,15,12,5,8,2,3,0,0,2.1,3.75,3.3,1614.884155,1596.5177
E0,15/12/2018,Wolves,Bournemouth,2,0,H,1,0,H,9,13,3,3,15,7,5,3,1,2,0,0,1.95,3.6,4.33,1616.153198,1674.372559
E1,07/07/2020,Brentford,Charlton,2,1,H,0,1,A,21,6,8,2,10,9,7,1,1,1,0,0,1.28,5.5,11,1616.861816,1414.679932
E0,12/01/2019,Burnley,Fulham,2,1,H,2,1,H,11,12,0,4,5,9,2,6,1,2,0,0,2.4,3.3,3.25,1617.600098,1571.496216
E1,14/07/2020,West Brom,Fulham,0,0,D,0,1,D,12,6,3,2,12,12,8,7,3,0,0,0,2,3.4,3.9,1617.714478,1569.728394
E0,05/10/2019,Brighton,Tottenham,3,0,H,2,1,H,17,8,6,3,11,7,4,4,2,1,0,0,3.9,3.6,1.9,1618.406372,1858.686279
E0,16/09/2019,Aston Villa,West Ham,0,0,D,0,1,D,10,13,5,1,13,12,2,4,2,1,0,1,2.62,3.5,2.6,1618.579102,1744.629395
E0,12/05/2019,Brighton,Man City,1,4,A,1,1,A,6,20,2,9,12,8,2,6,0,0,0,0,19,8.5,1.16,1619.179443,2034.531982
E0,01/07/2020,Bournemouth,Newcastle,1,4,A,0,1,A,12,12,1,7,11,10,6,3,2,0,0,0,2.4,3.1,3.2,1620.217285,1697.128052
E1,10/04/2019,Norwich,Reading,2,2,D,0,1,A,23,5,7,2,6,17,13,2,0,2,0,0,1.36,5.5,9,1620.224609,1419.039185
E0,21/01/2020,Aston Villa,Watford,2,1,H,0,1,A,16,8,5,2,11,18,6,3,2,2,0,0,2.8,3.5,2.45,1620.695801,1686.034302
E0,19/01/2019,Newcastle,Cardiff,3,0,H,1,0,H,16,9,6,1,11,6,7,10,0,1,0,0,1.95,3.4,4.5,1620.984375,1562.358887
E1,20/01/2020,West Brom,Stoke,0,1,A,0,1,A,16,4,2,2,10,18,7,1,1,3,0,0,1.85,3.75,4.2,1621.115845,1469.25293
E0,27/10/2019,Norwich,Man United,1,3,A,0,1,A,10,21,3,11,13,10,1,10,2,2,0,0,4.33,4,1.75,1621.695923,1827.922363
E1,22/07/2020,Brentford,Barnsley,1,2,A,0,1,A,12,11,3,3,11,17,3,3,3,3,0,0,1.36,5,8,1622.046997,1424.762085
E0,12/01/2020,Aston Villa,Man City,1,6,A,0,1,A,7,22,1,12,5,12,2,4,2,1,0,0,13,8.5,1.16,1622.062744,1998.807373
E0,30/12/2018,Southampton,Man City,1,3,A,1,3,A,5,14,4,6,11,10,3,8,2,3,1,0,10,5.25,1.3,1622.311035,1959.758057
E0,16/02/2020,Aston Villa,Tottenham,2,3,A,1,1,A,18,23,4,10,12,10,12,7,2,0,0,0,4,3.8,1.85,1622.958008,1832.312378
E0,09/02/2019,Brighton,Burnley,1,3,A,0,1,A,16,9,6,5,8,7,9,3,1,1,0,0,2.05,3.3,4.2,1622.958008,1631.490601
